timestamp,run_id,generation,system,avg_regret,avg_reward,strain_detected,proposal_name,decision,decision_confidence,invariants
2026-01-15T11:48:48.330475,iai_evolution,0,iai,582.2620863495713,3697.0,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T11:48:58.593989,iai_evolution,1,iai,565.6501788454055,3607.6666666666665,True,regret_rate_penalty,MODIFY,0.7,"{""metric"": ""cumulative_reward""}"
2026-01-15T11:49:02.561803,iai_evolution,2,iai,506.2961258815009,4422.0,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T11:49:11.626585,iai_evolution,3,iai,643.1015330589557,4589.333333333333,True,regret_rate_penalty,ACCEPT,0.9,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:49:15.489507,iai_evolution,4,iai,505.984004773032,3902.6666666666665,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:49:19.384723,iai_evolution,5,iai,615.1483309689127,4325.333333333333,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:49:23.010771,iai_evolution,6,iai,342.195259980869,4441.666666666667,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:49:31.542520,iai_evolution,7,iai,922.8583919088,4555.333333333333,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:49:40.438999,iai_evolution,8,iai,626.7316802785767,4687.333333333333,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:49:48.758951,iai_evolution,9,iai,634.9849102876365,4048.0,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:51:21.032034,iai_evolution,0,iai,582.2620863495713,3697.0,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T11:51:30.946803,iai_evolution,1,iai,565.6501788454055,3607.6666666666665,True,regret_rate_penalty,MODIFY,0.85,"{""metric"": ""cumulative_reward""}"
2026-01-15T11:51:34.941556,iai_evolution,2,iai,506.2961258815009,4422.0,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T11:51:44.094302,iai_evolution,3,iai,643.1015330589557,4589.333333333333,True,regret_rate_penalty,MODIFY,0.85,"{""metric"": ""cumulative_reward""}"
2026-01-15T11:51:47.814225,iai_evolution,4,iai,505.984004773032,3902.6666666666665,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T11:56:01.950279,iai_evolution,0,iai,582.2620863495713,3697.0,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T11:56:11.724177,iai_evolution,1,iai,565.6501788454055,3607.6666666666665,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:56:15.629987,iai_evolution,2,iai,506.2961258815009,4422.0,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:56:24.086320,iai_evolution,3,iai,643.1015330589557,4589.333333333333,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:56:27.876184,iai_evolution,4,iai,505.984004773032,3902.6666666666665,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:56:31.730791,iai_evolution,5,iai,615.1483309689127,4325.333333333333,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:56:35.419319,iai_evolution,6,iai,342.195259980869,4441.666666666667,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:56:45.089638,iai_evolution,7,iai,922.8583919088,4555.333333333333,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:56:54.577623,iai_evolution,8,iai,626.7316802785767,4687.333333333333,True,regret_rate_penalty,ACCEPT,0.9,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:57:02.984841,iai_evolution,9,iai,634.9849102876365,4048.0,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:59:25.009665,iai_evolution,0,iai,582.2620863495713,3697.0,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T11:59:34.622206,iai_evolution,1,iai,565.6501788454055,3607.6666666666665,True,regret_rate_penalty,ACCEPT,0.9,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:59:38.479424,iai_evolution,2,iai,506.2961258815009,4422.0,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:59:48.240361,iai_evolution,3,iai,643.1015330589557,4589.333333333333,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T11:59:52.025195,iai_evolution,4,iai,505.984004773032,3902.6666666666665,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:07:14.737436,iai_evolution,0,iai,477.7142506609367,3943.0,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:07:19.520437,iai_evolution,1,iai,595.7921255878937,3633.2,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:07:24.089826,iai_evolution,2,iai,672.6496089812496,4142.6,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:07:34.065088,iai_evolution,3,iai,479.962687336728,4609.0,True,regret_rate_penalty,ACCEPT,0.9,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:07:38.800155,iai_evolution,4,iai,614.8354578003969,4275.6,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:07:43.738838,iai_evolution,5,iai,701.7239611937027,3898.8,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:07:48.264674,iai_evolution,6,iai,502.2653974942379,3865.0,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:07:58.770923,iai_evolution,7,iai,969.9734860283672,4317.4,True,regret_rate_penalty,ACCEPT,0.9,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:08:03.615445,iai_evolution,8,iai,696.5027125220452,4303.2,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:08:08.376122,iai_evolution,9,iai,446.42831431569846,4599.0,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:08:17.716658,iai_evolution,10,iai,530.6757136915814,3949.8,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:08:27.174255,iai_evolution,11,iai,707.3012056914708,4530.2,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:08:32.103221,iai_evolution,12,iai,891.1851943515348,4380.2,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:08:36.740003,iai_evolution,13,iai,590.0781285414841,4559.6,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:08:41.456282,iai_evolution,14,iai,154.5665735361368,4581.0,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:08:46.073418,iai_evolution,15,iai,580.7302224113693,4427.8,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:08:56.827208,iai_evolution,16,iai,786.0294314960893,3723.4,True,regret_rate_penalty,ACCEPT,0.9,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:09:06.261678,iai_evolution,17,iai,681.1511952599071,4284.2,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:09:15.761853,iai_evolution,18,iai,1016.6926024243076,4145.2,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:09:20.797291,iai_evolution,19,iai,626.1703295850857,4660.6,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:13:09.747585,iai_evolution,0,iai,306.7653425840966,1827.3333333333333,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:13:12.903079,iai_evolution,1,iai,332.5005314322408,1815.3333333333333,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:13:16.078124,iai_evolution,2,iai,326.81521379124666,2014.3333333333333,False,,NO_REVIEW,,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:13:27.911358,iai_evolution,3,iai,438.6146556819262,2148.0,True,regret_rate_penalty,ACCEPT,0.9,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:13:30.815150,iai_evolution,4,iai,295.8154920581589,2057.333333333333,False,,NO_REVIEW,,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:25:18.395705,iai_evolution,0,iai,306.7653425840966,1827.3333333333333,False,,REJECT,0.0,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:25:28.165513,iai_evolution,1,iai,332.5005314322408,1815.3333333333333,False,,REJECT,0.0,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:25:38.084276,iai_evolution,2,iai,326.81521379124666,2014.3333333333333,False,,REJECT,0.0,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:25:49.651535,iai_evolution,3,iai,438.6146556819262,2148.0,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:25:59.782355,iai_evolution,4,iai,295.8154920581589,2057.333333333333,False,,REJECT,0.0,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:26:50.584945,iai_evolution,0,iai,306.7653425840966,1827.3333333333333,False,,NO_CHANGE,0.95,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:26:59.439666,iai_evolution,1,iai,332.5005314322408,1815.3333333333333,False,,NO_CHANGE,0.95,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:27:08.292145,iai_evolution,2,iai,326.81521379124666,2014.3333333333333,False,,NO_CHANGE,0.95,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:27:20.033861,iai_evolution,3,iai,438.6146556819262,2148.0,True,regret_rate_penalty,MODIFY,0.85,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:27:29.341719,iai_evolution,4,iai,295.8154920581589,2057.333333333333,False,,NO_CHANGE,0.95,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:29:43.835539,iai_evolution,0,iai,477.7142506609367,3943.0,False,,NO_CHANGE,0.95,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:29:55.030837,iai_evolution,1,iai,595.7921255878937,3633.2,False,,NO_CHANGE,0.95,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:30:05.899418,iai_evolution,2,iai,672.6496089812496,4142.6,False,,NO_CHANGE,0.95,"{""metric"": ""cumulative_reward""}"
2026-01-15T12:30:19.171774,iai_evolution,3,iai,479.962687336728,4609.0,True,regret_rate_penalty,ACCEPT,0.9,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:30:30.239967,iai_evolution,4,iai,614.8354578003969,4275.6,False,,NO_CHANGE,0.95,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:30:41.484269,iai_evolution,5,iai,701.7239611937027,3898.8,False,,NO_CHANGE,0.95,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:30:52.630873,iai_evolution,6,iai,502.2653974942379,3865.0,False,,NO_CHANGE,0.95,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
2026-01-15T12:31:06.006803,iai_evolution,7,iai,969.9734860283672,4317.4,True,regret_rate_penalty,ACCEPT,0.85,"{""metric"": ""regret_rate_penalty"", ""description"": ""Add penalty for increasing regret rate over time"", ""formula"": ""reward - lambda * max(0, d/dt[regret](t) - threshold)""}"
